D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_09_449.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_09_449.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_09_449.jpg;0;0;0; 7.99842E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_09_852.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_09_852.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_09_852.jpg;0;0;0; 7.8513E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_10_170.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_10_170.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_10_170.jpg;0;0;0; 8.008809E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_10_312.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_10_312.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_10_312.jpg;0;0;0; 7.867903E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_10_479.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_10_479.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_10_479.jpg;0;0;0; 7.785886E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_10_579.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_10_579.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_10_579.jpg;0;0;0; 7.801237E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_10_758.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_10_758.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_10_758.jpg;0;0;0; 8.224082E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_10_894.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_10_894.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_10_894.jpg;0;0;0; 7.796181E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_10_998.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_10_998.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_10_998.jpg;0;0;0; 7.851992E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_11_111.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_11_111.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_11_111.jpg;0;0;0; 7.894009E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_11_215.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_11_215.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_11_215.jpg;0;0;0; 7.79517E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_11_322.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_11_322.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_11_322.jpg;0;0;0; 7.854287E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_11_437.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_11_437.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_11_437.jpg;0;0;0; 7.836274E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_11_614.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_11_614.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_11_614.jpg;0;0;0; 7.837391E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_11_757.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_11_757.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_11_757.jpg;0;0;0; 7.824609E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_11_861.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_11_861.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_11_861.jpg;0;0;0; 7.769393E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_11_964.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_11_964.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_11_964.jpg;0;0;0; 7.77988E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_12_074.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_12_074.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_12_074.jpg;0;0;0; 7.882965E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_12_187.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_12_187.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_12_187.jpg;0;0;0; 7.926886E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_12_293.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_12_293.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_12_293.jpg;0;0;0; 7.813869E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_12_402.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_12_402.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_12_402.jpg;0;0;0; 7.821262E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_12_511.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_12_511.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_12_511.jpg;0;0;0; 7.76887E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_12_618.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_12_618.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_12_618.jpg;0;0;0; 7.784014E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_12_733.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_12_733.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_12_733.jpg;0;0;0; 7.763333E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_12_841.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_12_841.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_12_841.jpg;0;0;0; 7.859473E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_12_954.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_12_954.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_12_954.jpg;0;0;0; 7.854762E-05
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_13_084.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_13_084.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_13_084.jpg;0; 0.3868743;0; 0.5007507
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_13_194.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_13_194.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_13_194.jpg;0; 0.719777;0; 1.1634
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_13_298.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_13_298.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_13_298.jpg;0; 0.9944226;0; 2.318099
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_13_405.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_13_405.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_13_405.jpg;0;1;0; 3.728184
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_13_515.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_13_515.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_13_515.jpg;0;1;0; 4.898036
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_13_616.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_13_616.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_13_616.jpg;0;1;0; 6.055067
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_13_725.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_13_725.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_13_725.jpg;0;1;0; 7.428723
D:\Lab\Training\Udemy\self-driving-car\data\IMG\center_2021_03_10_11_21_13_834.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\left_2021_03_10_11_21_13_834.jpg; D:\Lab\Training\Udemy\self-driving-car\data\IMG\right_2021_03_10_11_21_13_834.jpg;0;1;0; 8.561234
